store_id,sku_id,date,on_hand,oos_flag
S002,D058,2025-12-29,12,0
S003,D003,2025-12-16,29,0
S003,D003,2025-12-17,40,0
S003,D003,2025-12-18,38,0
S003,D003,2025-12-19,29,0
S003,D003,2025-12-20,18,0
S003,D003,2025-12-21,19,0
S003,D003,2025-12-22,30,0
S003,D003,2025-12-23,7,1
S003,D003,2025-12-24,41,0
S003,D003,2025-12-25,41,0
S003,D003,2025-12-26,43,0
S003,D003,2025-12-27,31,0
S003,D003,2025-12-28,26,0
S003,D003,2025-12-29,29,0
S003,D008,2025-12-16,44,0
S003,D008,2025-12-17,34,0
S003,D008,2025-12-18,8,0
S003,D008,2025-12-19,32,0
S003,D008,2025-12-20,6,0
S003,D008,2025-12-21,42,0
S003,D008,2025-12-22,36,0
S003,D008,2025-12-23,32,0
S003,D008,2025-12-24,36,0
S003,D008,2025-12-25,12,0
S003,D008,2025-12-26,38,0
S003,D008,2025-12-27,19,0
S003,D008,2025-12-28,11,0
S003,D008,2025-12-29,30,0
S003,D009,2025-12-16,38,0
S003,D009,2025-12-17,32,0
S003,D009,2025-12-18,20,0
S003,D009,2025-12-19,16,0
S003,D009,2025-12-20,14,0
S003,D009,2025-12-21,44,0
S003,D009,2025-12-22,13,0
S003,D009,2025-12-23,13,0
S003,D009,2025-12-24,27,0
S003,D009,2025-12-25,18,0
S003,D009,2025-12-26,28,0
S003,D009,2025-12-27,14,0
S003,D009,2025-12-28,20,0
S003,D009,2025-12-29,30,0
S003,D013,2025-12-16,7,0
S003,D013,2025-12-17,18,0
S003,D013,2025-12-18,18,0
S003,D013,2025-12-19,34,0
S003,D013,2025-12-20,25,0
S003,D013,2025-12-21,33,0
S003,D013,2025-12-22,8,0
S003,D013,2025-12-23,28,0
S003,D013,2025-12-24,37,0
S003,D013,2025-12-25,18,0
S003,D013,2025-12-26,12,0
S003,D013,2025-12-27,16,0
S003,D013,2025-12-28,18,0
S003,D013,2025-12-29,42,0
S003,D017,2025-12-16,11,0
S003,D017,2025-12-17,35,0
S003,D017,2025-12-18,44,0
S003,D017,2025-12-19,34,0
S003,D017,2025-12-20,7,0
S003,D017,2025-12-21,8,0
S003,D017,2025-12-22,10,0
S003,D017,2025-12-23,42,0
S003,D017,2025-12-24,8,0
S003,D017,2025-12-25,25,0
S003,D017,2025-12-26,15,0
S003,D017,2025-12-27,27,0
S003,D017,2025-12-28,6,0
S003,D017,2025-12-29,38,0
S003,D018,2025-12-16,34,0
S003,D018,2025-12-17,24,0
S003,D018,2025-12-18,43,0
S003,D018,2025-12-19,28,0
S003,D018,2025-12-20,6,0
S003,D018,2025-12-21,9,0
S003,D018,2025-12-22,17,0
S003,D018,2025-12-23,6,1
S003,D018,2025-12-24,41,0
S003,D018,2025-12-25,7,1
S003,D018,2025-12-26,26,0
S003,D018,2025-12-27,9,0
S003,D018,2025-12-28,13,0
S003,D018,2025-12-29,16,0
S003,D021,2025-12-16,16,0
S003,D021,2025-12-17,15,0
S003,D021,2025-12-18,34,0
S003,D021,2025-12-19,30,0
S003,D021,2025-12-20,14,0
S003,D021,2025-12-21,8,0
S003,D021,2025-12-22,44,0
S003,D021,2025-12-23,44,0
S003,D021,2025-12-24,19,0
S003,D021,2025-12-25,22,0
S003,D021,2025-12-26,34,0
S003,D021,2025-12-27,24,0
S003,D021,2025-12-28,32,0
S003,D021,2025-12-29,33,0
S003,D023,2025-12-16,37,0
S003,D023,2025-12-17,14,0
S003,D023,2025-12-18,33,0
S003,D023,2025-12-19,23,0
S003,D023,2025-12-20,36,0
S003,D023,2025-12-21,23,0
S003,D023,2025-12-22,41,0
S003,D023,2025-12-23,12,0
S003,D023,2025-12-24,28,0
S003,D023,2025-12-25,15,0
S003,D023,2025-12-26,42,0
S003,D023,2025-12-27,36,0
S003,D023,2025-12-28,34,0
S003,D023,2025-12-29,36,0
S003,D025,2025-12-16,41,0
S003,D025,2025-12-17,22,0
S003,D025,2025-12-18,15,0
S003,D025,2025-12-19,43,0
S003,D025,2025-12-20,28,0
S003,D025,2025-12-21,17,0
S003,D025,2025-12-22,20,0
S003,D025,2025-12-23,35,0
S003,D025,2025-12-24,28,0
S003,D025,2025-12-25,18,0
S003,D025,2025-12-26,10,0
S003,D025,2025-12-27,34,0
S003,D025,2025-12-28,37,0
S003,D025,2025-12-29,26,0
S003,D033,2025-12-16,36,0
S003,D033,2025-12-17,15,0
S003,D033,2025-12-18,9,0
S003,D033,2025-12-19,29,0
S003,D033,2025-12-20,36,0
S003,D033,2025-12-21,17,0
S003,D033,2025-12-22,34,0
S003,D033,2025-12-23,38,0
S003,D033,2025-12-24,36,0
S003,D033,2025-12-25,10,0
S003,D033,2025-12-26,18,0
S003,D033,2025-12-27,16,0
S003,D033,2025-12-28,29,0
S003,D033,2025-12-29,14,0
S003,D035,2025-12-16,42,0
S003,D035,2025-12-17,6,1
S003,D035,2025-12-18,28,0
S003,D035,2025-12-19,26,0
S003,D035,2025-12-20,16,0
S003,D035,2025-12-21,32,0
S003,D035,2025-12-22,20,0
S003,D035,2025-12-23,36,0
S003,D035,2025-12-24,14,0
S003,D035,2025-12-25,18,0
S003,D035,2025-12-26,26,0
S003,D035,2025-12-27,27,0
S003,D035,2025-12-28,34,0
S003,D035,2025-12-29,25,0
S003,D036,2025-12-16,17,0
S003,D036,2025-12-17,7,1
S003,D036,2025-12-18,33,0
S003,D036,2025-12-19,30,0
S003,D036,2025-12-20,9,0
S003,D036,2025-12-21,18,0
S003,D036,2025-12-22,18,0
S003,D036,2025-12-23,31,0
S003,D036,2025-12-24,36,0
S003,D036,2025-12-25,6,1
S003,D036,2025-12-26,12,0
S003,D036,2025-12-27,40,0
S003,D036,2025-12-28,22,0
S003,D036,2025-12-29,21,0
S003,D041,2025-12-16,27,0
S003,D041,2025-12-17,28,0
S003,D041,2025-12-18,24,0
S003,D041,2025-12-19,34,0
S003,D041,2025-12-20,19,0
S003,D041,2025-12-21,25,0
S003,D041,2025-12-22,18,0
S003,D041,2025-12-23,31,0
S003,D041,2025-12-24,13,0
S003,D041,2025-12-25,26,0
S003,D041,2025-12-26,22,0
S003,D041,2025-12-27,36,0
S003,D041,2025-12-28,21,0
S003,D041,2025-12-29,25,0
S003,D042,2025-12-16,38,0
S003,D042,2025-12-17,32,0
S003,D042,2025-12-18,28,0
S003,D042,2025-12-19,18,0
S003,D042,2025-12-20,18,0
S003,D042,2025-12-21,8,0
S003,D042,2025-12-22,17,0
S003,D042,2025-12-23,19,0
S003,D042,2025-12-24,37,0
S003,D042,2025-12-25,15,0
S003,D042,2025-12-26,26,0
S003,D042,2025-12-27,12,0
S003,D042,2025-12-28,34,0
S003,D042,2025-12-29,38,0
S003,D044,2025-12-16,27,0
S003,D044,2025-12-17,29,0
S003,D044,2025-12-18,42,0
S003,D044,2025-12-19,25,0
S003,D044,2025-12-20,26,0
S003,D044,2025-12-21,6,0
S003,D044,2025-12-22,27,0
S003,D044,2025-12-23,8,0
S003,D044,2025-12-24,15,0
S003,D044,2025-12-25,44,0
S003,D044,2025-12-26,32,0
S003,D044,2025-12-27,42,0
S003,D044,2025-12-28,13,0
S003,D044,2025-12-29,23,0
S003,D048,2025-12-16,18,0
S003,D048,2025-12-17,18,0
S003,D048,2025-12-18,39,0
S003,D048,2025-12-19,25,0
S003,D048,2025-12-20,25,0
S003,D048,2025-12-21,42,0
S003,D048,2025-12-22,29,0
S003,D048,2025-12-23,23,0
S003,D048,2025-12-24,19,0
S003,D048,2025-12-25,30,0
S003,D048,2025-12-26,8,0
S003,D048,2025-12-27,24,0
S003,D048,2025-12-28,21,0
S003,D048,2025-12-29,33,0
S003,D052,2025-12-16,26,0
S003,D052,2025-12-17,39,0
S003,D052,2025-12-18,8,0
S003,D052,2025-12-19,14,0
S003,D052,2025-12-20,22,0
S003,D052,2025-12-21,44,0
S003,D052,2025-12-22,15,0
S003,D052,2025-12-23,37,0
S003,D052,2025-12-24,43,0
S003,D052,2025-12-25,44,0
S003,D052,2025-12-26,36,0
S003,D052,2025-12-27,38,0
S003,D052,2025-12-28,36,0
S003,D052,2025-12-29,22,0
S003,D060,2025-12-16,7,1
S003,D060,2025-12-17,44,0
S003,D060,2025-12-18,10,0
S003,D060,2025-12-19,20,0
S003,D060,2025-12-20,13,0
S003,D060,2025-12-21,35,0
S003,D060,2025-12-22,24,0
S003,D060,2025-12-23,19,0
S003,D060,2025-12-24,12,0
S003,D060,2025-12-25,32,0
S003,D060,2025-12-26,37,0
S003,D060,2025-12-27,41,0
S003,D060,2025-12-28,27,0
S003,D060,2025-12-29,36,0
S004,D001,2025-12-16,42,0
S004,D001,2025-12-17,30,0
S004,D001,2025-12-18,36,0
S004,D001,2025-12-19,33,0
S004,D001,2025-12-20,24,0
S004,D001,2025-12-21,38,0
S004,D001,2025-12-22,14,0
S004,D001,2025-12-23,10,0
S004,D001,2025-12-24,42,0
S004,D001,2025-12-25,31,0
S004,D001,2025-12-26,42,0
S004,D001,2025-12-27,36,0
S004,D001,2025-12-28,41,0
S004,D001,2025-12-29,38,0
S004,D005,2025-12-16,31,0
S004,D005,2025-12-17,36,0
S004,D005,2025-12-18,27,0
S004,D005,2025-12-19,40,0
S004,D005,2025-12-20,16,0
S004,D005,2025-12-21,6,1
S004,D005,2025-12-22,16,0
S004,D005,2025-12-23,11,0
S004,D005,2025-12-24,44,0
S004,D005,2025-12-25,18,0
S004,D005,2025-12-26,21,0
S004,D005,2025-12-27,27,0
S004,D005,2025-12-28,32,0
S004,D005,2025-12-29,14,0
S004,D017,2025-12-16,13,0
S004,D017,2025-12-17,13,0
S004,D017,2025-12-18,31,0
S004,D017,2025-12-19,28,0
S004,D017,2025-12-20,29,0
S004,D017,2025-12-21,16,0
S004,D017,2025-12-22,10,0
S004,D017,2025-12-23,15,0
S004,D017,2025-12-24,32,0
S004,D017,2025-12-25,34,0
S004,D017,2025-12-26,8,0
S004,D017,2025-12-27,18,0
S004,D017,2025-12-28,37,0
S004,D017,2025-12-29,8,0
S004,D019,2025-12-16,42,0
S004,D019,2025-12-17,18,0
S004,D019,2025-12-18,40,0
S004,D019,2025-12-19,10,0
S004,D019,2025-12-20,39,0
S004,D019,2025-12-21,6,1
S004,D019,2025-12-22,21,0
S004,D019,2025-12-23,42,0
S004,D019,2025-12-24,31,0
S004,D019,2025-12-25,10,0
S004,D019,2025-12-26,7,1
S004,D019,2025-12-27,25,0
S004,D019,2025-12-28,12,0
S004,D019,2025-12-29,28,0
S004,D020,2025-12-16,16,0
S004,D020,2025-12-17,21,0
S004,D020,2025-12-18,17,0
S004,D020,2025-12-19,38,0
S004,D020,2025-12-20,20,0
S004,D020,2025-12-21,12,0
S004,D020,2025-12-22,34,0
S004,D020,2025-12-23,11,0
S004,D020,2025-12-24,30,0
S004,D020,2025-12-25,9,0
S004,D020,2025-12-26,37,0
S004,D020,2025-12-27,10,0
S004,D020,2025-12-28,42,0
S004,D020,2025-12-29,25,0
S004,D025,2025-12-16,29,0
S004,D025,2025-12-17,30,0
S004,D025,2025-12-18,40,0
S004,D025,2025-12-19,32,0
S004,D025,2025-12-20,36,0
S004,D025,2025-12-21,17,0
S004,D025,2025-12-22,37,0
S004,D025,2025-12-23,26,0
S004,D025,2025-12-24,12,0
S004,D025,2025-12-25,23,0
S004,D025,2025-12-26,36,0
S004,D025,2025-12-27,40,0
S004,D025,2025-12-28,28,0
S004,D025,2025-12-29,6,1
S004,D029,2025-12-16,9,0
S004,D029,2025-12-17,8,0
S004,D029,2025-12-18,12,0
S004,D029,2025-12-19,42,0
S004,D029,2025-12-20,22,0
S004,D029,2025-12-21,7,0
S004,D029,2025-12-22,33,0
S004,D029,2025-12-23,32,0
S004,D029,2025-12-24,23,0
S004,D029,2025-12-25,32,0
S004,D029,2025-12-26,34,0
S004,D029,2025-12-27,26,0
S004,D029,2025-12-28,11,0
S004,D029,2025-12-29,32,0
S004,D038,2025-12-16,23,0
S004,D038,2025-12-17,36,0
S004,D038,2025-12-18,38,0
S004,D038,2025-12-19,33,0
S004,D038,2025-12-20,34,0
S004,D038,2025-12-21,32,0
S004,D038,2025-12-22,12,0
S004,D038,2025-12-23,12,0
S004,D038,2025-12-24,19,0
S004,D038,2025-12-25,37,0
S004,D038,2025-12-26,35,0
S004,D038,2025-12-27,9,0
S004,D038,2025-12-28,33,0
S004,D038,2025-12-29,14,0
S004,D041,2025-12-16,19,0
S004,D041,2025-12-17,36,0
S004,D041,2025-12-18,16,0
S004,D041,2025-12-19,30,0
S004,D041,2025-12-20,18,0
S004,D041,2025-12-21,24,0
S004,D041,2025-12-22,8,0
S004,D041,2025-12-23,36,0
S004,D041,2025-12-24,18,0
S004,D041,2025-12-25,34,0
S004,D041,2025-12-26,11,0
S004,D041,2025-12-27,29,0
S004,D041,2025-12-28,38,0
S004,D041,2025-12-29,9,0
S004,D047,2025-12-16,33,0
S004,D047,2025-12-17,44,0
S004,D047,2025-12-18,10,0
S004,D047,2025-12-19,24,0
S004,D047,2025-12-20,31,0
S004,D047,2025-12-21,24,0
S004,D047,2025-12-22,35,0
S004,D047,2025-12-23,7,1
S004,D047,2025-12-24,9,0
S004,D047,2025-12-25,22,0
S004,D047,2025-12-26,12,0
S004,D047,2025-12-27,34,0
S004,D047,2025-12-28,14,0
S004,D047,2025-12-29,17,0
S004,D049,2025-12-16,12,0
S004,D049,2025-12-17,42,0
S004,D049,2025-12-18,28,0
S004,D049,2025-12-19,43,0
S004,D049,2025-12-20,35,0
S004,D049,2025-12-21,40,0
S004,D049,2025-12-22,30,0
S004,D049,2025-12-23,24,0
S004,D049,2025-12-24,37,0
S004,D049,2025-12-25,20,0
S004,D049,2025-12-26,30,0
S004,D049,2025-12-27,37,0
S004,D049,2025-12-28,23,0
S004,D049,2025-12-29,28,0
S004,D051,2025-12-16,24,0
S004,D051,2025-12-17,11,0
S004,D051,2025-12-18,36,0
S004,D051,2025-12-19,10,0
S004,D051,2025-12-20,13,0
S004,D051,2025-12-21,28,0
S004,D051,2025-12-22,43,0
S004,D051,2025-12-23,15,0
S004,D051,2025-12-24,44,0
S004,D051,2025-12-25,7,1
S004,D051,2025-12-26,40,0
S004,D051,2025-12-27,20,0
S004,D051,2025-12-28,21,0
S004,D051,2025-12-29,28,0
S004,D055,2025-12-16,27,0
S004,D055,2025-12-17,42,0
S004,D055,2025-12-18,44,0
S004,D055,2025-12-19,43,0
S004,D055,2025-12-20,18,0
S004,D055,2025-12-21,7,0
S004,D055,2025-12-22,21,0
S004,D055,2025-12-23,28,0
S004,D055,2025-12-24,14,0
S004,D055,2025-12-25,25,0
S004,D055,2025-12-26,34,0
S004,D055,2025-12-27,14,0
S004,D055,2025-12-28,22,0
S004,D055,2025-12-29,30,0
S004,D058,2025-12-16,8,0
S004,D058,2025-12-17,28,0
S004,D058,2025-12-18,35,0
S004,D058,2025-12-19,14,0
S004,D058,2025-12-20,21,0
S004,D058,2025-12-21,13,0
S004,D058,2025-12-22,43,0
S004,D058,2025-12-23,28,0
S004,D058,2025-12-24,23,0
S004,D058,2025-12-25,20,0
S004,D058,2025-12-26,36,0
S004,D058,2025-12-27,15,0
S004,D058,2025-12-28,12,0
S004,D058,2025-12-29,37,0
S005,D020,2025-12-16,28,0
S005,D020,2025-12-17,44,0
S005,D020,2025-12-18,37,0
S005,D020,2025-12-19,22,0
S005,D020,2025-12-20,13,0
S005,D020,2025-12-21,6,1
S005,D020,2025-12-22,15,0
S005,D020,2025-12-23,36,0
S005,D020,2025-12-24,32,0
S005,D020,2025-12-25,37,0
S005,D020,2025-12-26,14,0
S005,D020,2025-12-27,17,0
S005,D020,2025-12-28,9,0
S005,D020,2025-12-29,12,0
S005,D022,2025-12-16,11,0
S005,D022,2025-12-17,11,0
S005,D022,2025-12-18,25,0
S005,D022,2025-12-19,18,0
S005,D022,2025-12-20,36,0
S005,D022,2025-12-21,37,0
S005,D022,2025-12-22,39,0
S005,D022,2025-12-23,8,0
S005,D022,2025-12-24,9,0
S005,D022,2025-12-25,39,0
S005,D022,2025-12-26,10,0
S005,D022,2025-12-27,36,0
S005,D022,2025-12-28,10,0
S005,D022,2025-12-29,37,0
S005,D024,2025-12-16,8,0
S005,D024,2025-12-17,43,0
S005,D024,2025-12-18,27,0
S005,D024,2025-12-19,25,0
S005,D024,2025-12-20,11,0
S005,D024,2025-12-21,7,0
S005,D024,2025-12-22,24,0
S005,D024,2025-12-23,22,0
