store_id,sku_id,date,regular_price,promo_price
S001,D007,2025-11-02,69.16,
S001,D007,2025-11-03,69.53,
S001,D007,2025-11-04,69.2,
S001,D007,2025-11-05,70.45,
S001,D007,2025-11-06,69.04,65.7
S001,D007,2025-11-07,69.06,
S001,D007,2025-11-08,67.78,
S001,D007,2025-11-09,68.69,
S001,D007,2025-11-10,67.95,
S001,D007,2025-11-11,68.04,
S001,D007,2025-11-12,70.08,
S001,D007,2025-11-13,68.14,
S001,D007,2025-11-14,69.7,
S001,D007,2025-11-15,68.64,
S001,D007,2025-11-16,69.73,
S001,D007,2025-11-17,69.85,
S001,D007,2025-11-18,67.81,
S001,D007,2025-11-19,70.1,
S001,D007,2025-11-20,67.8,
S001,D007,2025-11-21,69.73,67.51
S001,D007,2025-11-22,68.63,
S001,D007,2025-11-23,70.16,
S001,D007,2025-11-24,68.46,
S001,D007,2025-11-25,69.24,
S001,D007,2025-11-26,69.31,
S001,D007,2025-11-27,68.9,
S001,D007,2025-11-28,68.63,
S001,D007,2025-11-29,67.89,63.93
S001,D007,2025-11-30,68.52,
S001,D007,2025-12-01,68.23,64.67
S001,D007,2025-12-02,70.14,
S001,D007,2025-12-03,68.11,
S001,D007,2025-12-04,69.07,
S001,D007,2025-12-05,68.28,63.05
S001,D007,2025-12-06,70.38,
S001,D007,2025-12-07,68.99,62.28
S001,D007,2025-12-08,68.38,
S001,D007,2025-12-09,70.13,
S001,D007,2025-12-10,70.45,
S001,D007,2025-12-11,70.36,62.79
S001,D007,2025-12-12,68.41,
S001,D007,2025-12-13,67.79,
S001,D007,2025-12-14,69.35,
S001,D007,2025-12-15,68.0,
S001,D007,2025-12-16,67.98,
S001,D007,2025-12-17,69.25,
S001,D007,2025-12-18,68.39,
S001,D007,2025-12-19,68.71,
S001,D007,2025-12-20,69.82,
S001,D007,2025-12-21,70.32,67.55
S001,D007,2025-12-22,67.8,
S001,D007,2025-12-23,70.04,64.24
S001,D007,2025-12-24,68.85,
S001,D007,2025-12-25,69.63,
S001,D007,2025-12-26,70.12,
S001,D007,2025-12-27,69.09,
S001,D007,2025-12-28,68.23,65.81
S001,D007,2025-12-29,70.16,
S001,D003,2025-10-01,81.05,
S001,D003,2025-10-02,81.09,
S001,D003,2025-10-03,80.8,72.02
S001,D003,2025-10-04,82.36,
S001,D003,2025-10-05,82.36,76.59
S001,D003,2025-10-06,80.12,
S001,D003,2025-10-07,79.59,76.61
S001,D003,2025-10-08,80.46,
S001,D003,2025-10-09,80.9,
S001,D003,2025-10-10,81.1,
S001,D003,2025-10-11,82.47,
S001,D003,2025-10-12,81.72,
S001,D003,2025-10-13,79.96,
S001,D003,2025-10-14,80.52,73.34
S001,D003,2025-10-15,81.88,
S001,D003,2025-10-16,81.75,
S001,D003,2025-10-17,80.14,
S001,D003,2025-10-18,80.81,
S001,D003,2025-10-19,79.51,
S001,D003,2025-10-20,80.34,74.01
S001,D003,2025-10-21,79.89,74.85
S001,D003,2025-10-22,80.68,
S001,D003,2025-10-23,80.46,
S001,D003,2025-10-24,80.88,
S001,D003,2025-10-25,81.3,
S001,D003,2025-10-26,82.35,
S001,D003,2025-10-27,80.03,
S001,D003,2025-10-28,82.04,75.52
S001,D003,2025-10-29,82.18,
S001,D003,2025-10-30,82.48,
S001,D003,2025-10-31,81.48,
S001,D003,2025-11-01,82.34,
S001,D003,2025-11-02,81.72,
S001,D003,2025-11-03,81.19,
S001,D003,2025-11-04,81.03,
S001,D003,2025-11-05,80.76,
S001,D003,2025-11-06,80.53,
S001,D003,2025-11-07,80.82,71.79
S001,D003,2025-11-08,81.5,
S001,D003,2025-11-09,81.49,74.11
S001,D003,2025-11-10,80.09,
S001,D003,2025-11-11,82.08,
S001,D003,2025-11-12,81.5,73.74
S001,D003,2025-11-13,79.92,
S001,D003,2025-11-14,81.52,
S001,D003,2025-11-15,80.11,
S001,D003,2025-11-16,81.6,
S001,D003,2025-11-17,81.33,
S001,D003,2025-11-18,81.38,
S001,D003,2025-11-19,82.43,
S001,D003,2025-11-20,81.56,74.71
S001,D003,2025-11-21,82.13,
S001,D003,2025-11-22,80.83,
S001,D003,2025-11-23,82.06,
S001,D003,2025-11-24,81.13,
S001,D003,2025-11-25,81.4,
S001,D003,2025-11-26,80.23,
S001,D003,2025-11-27,82.27,
S001,D003,2025-11-28,82.43,
S001,D003,2025-11-29,81.79,
S001,D003,2025-11-30,80.94,
S001,D003,2025-12-01,80.22,
S001,D003,2025-12-02,80.37,
S001,D003,2025-12-03,81.26,
S001,D003,2025-12-04,80.16,
S001,D003,2025-12-05,82.08,72.29
S001,D003,2025-12-06,80.51,
S001,D003,2025-12-07,82.02,77.89
S001,D003,2025-12-08,79.85,
S001,D003,2025-12-09,82.5,
S001,D003,2025-12-10,79.96,
S001,D003,2025-12-11,81.36,
S001,D003,2025-12-12,82.44,73.57
S001,D003,2025-12-13,81.87,
S001,D003,2025-12-14,82.15,
S001,D003,2025-12-15,79.84,
S001,D003,2025-12-16,80.03,
S001,D003,2025-12-17,81.16,
S001,D003,2025-12-18,81.56,
S001,D003,2025-12-19,82.48,
S001,D003,2025-12-20,81.05,76.63
S001,D003,2025-12-21,82.43,
S001,D003,2025-12-22,80.88,
S001,D003,2025-12-23,79.65,
S001,D003,2025-12-24,80.56,
S001,D003,2025-12-25,82.0,
S001,D003,2025-12-26,80.75,
S001,D003,2025-12-27,81.75,
S001,D003,2025-12-28,80.97,
S001,D003,2025-12-29,79.93,
S001,D031,2025-10-01,75.79,70.34
S001,D031,2025-10-02,75.7,66.62
S001,D031,2025-10-03,76.81,
S001,D031,2025-10-04,75.6,
S001,D031,2025-10-05,77.97,69.64
S001,D031,2025-10-06,78.08,
S001,D031,2025-10-07,77.12,
S001,D031,2025-10-08,75.78,
S001,D031,2025-10-09,77.71,
S001,D031,2025-10-10,77.76,
S001,D031,2025-10-11,77.75,
S001,D031,2025-10-12,76.6,
S001,D031,2025-10-13,76.13,
S001,D031,2025-10-14,75.86,67.96
S001,D031,2025-10-15,76.03,
S001,D031,2025-10-16,76.7,
S001,D031,2025-10-17,75.91,
S001,D031,2025-10-18,76.85,
S001,D031,2025-10-19,78.13,
S001,D031,2025-10-20,78.12,
S001,D031,2025-10-21,76.16,
S001,D031,2025-10-22,76.37,
S001,D031,2025-10-23,77.2,
S001,D031,2025-10-24,77.99,
S001,D031,2025-10-25,75.58,70.6
S001,D031,2025-10-26,76.96,
S001,D031,2025-10-27,76.76,
S001,D031,2025-10-28,77.98,
S001,D031,2025-10-29,76.66,
S001,D031,2025-10-30,77.07,
S001,D031,2025-10-31,77.19,
S001,D031,2025-11-01,75.7,68.06
S001,D031,2025-11-02,78.18,
S001,D031,2025-11-03,76.02,
S001,D031,2025-11-04,76.91,
S001,D031,2025-11-05,78.31,70.43
S001,D031,2025-11-06,77.26,
S001,D031,2025-11-07,77.54,
S001,D031,2025-11-08,75.8,
S001,D031,2025-11-09,76.77,68.49
S001,D031,2025-11-10,78.08,
S001,D031,2025-11-11,76.58,69.85
S001,D031,2025-11-12,76.29,
S001,D031,2025-11-13,76.12,
S001,D031,2025-11-14,78.29,69.65
S001,D031,2025-11-15,75.85,
S001,D031,2025-11-16,75.87,
S001,D031,2025-11-17,77.76,
S001,D031,2025-11-18,77.08,
S001,D031,2025-11-19,75.63,
S001,D031,2025-11-20,76.47,
S001,D031,2025-11-21,77.23,
S001,D031,2025-11-22,76.01,
S001,D031,2025-11-23,77.0,
S001,D031,2025-11-24,78.41,
S001,D031,2025-11-25,76.69,
S001,D031,2025-11-26,75.88,
S001,D031,2025-11-27,76.08,72.88
S001,D031,2025-11-28,77.27,
S001,D031,2025-11-29,76.73,
S001,D031,2025-11-30,77.4,
S001,D031,2025-12-01,78.3,
S001,D031,2025-12-02,76.49,
S001,D031,2025-12-03,77.2,
S001,D031,2025-12-04,77.48,
S001,D031,2025-12-05,76.46,
S001,D031,2025-12-06,76.64,68.59
S001,D031,2025-12-07,77.67,
S001,D031,2025-12-08,76.14,
S001,D031,2025-12-09,77.77,
S001,D031,2025-12-10,77.98,
S001,D031,2025-12-11,77.29,
S001,D031,2025-12-12,75.66,
S001,D031,2025-12-13,76.68,
S001,D031,2025-12-14,77.24,68.24
S001,D031,2025-12-15,77.54,
S001,D031,2025-12-16,75.58,
S001,D031,2025-12-17,78.06,
S001,D031,2025-12-18,76.9,73.12
S001,D031,2025-12-19,76.49,
S001,D031,2025-12-20,76.62,
S001,D031,2025-12-21,76.31,72.47
S001,D031,2025-12-22,76.99,
S001,D031,2025-12-23,78.4,
S001,D031,2025-12-24,78.07,
S001,D031,2025-12-25,77.28,
S001,D031,2025-12-26,76.62,73.02
S001,D031,2025-12-27,76.95,
S001,D031,2025-12-28,78.45,
S001,D031,2025-12-29,76.77,
S001,D012,2025-10-01,108.75,103.48
S001,D012,2025-10-02,110.01,
S001,D012,2025-10-03,108.41,
S001,D012,2025-10-04,107.57,
S001,D012,2025-10-05,108.89,
S001,D012,2025-10-06,107.99,
S001,D012,2025-10-07,108.63,
S001,D012,2025-10-08,107.62,
S001,D012,2025-10-09,109.07,
S001,D012,2025-10-10,107.92,
S001,D012,2025-10-11,108.53,104.76
S001,D012,2025-10-12,108.71,
S001,D012,2025-10-13,110.42,103.65
S001,D012,2025-10-14,110.11,
S001,D012,2025-10-15,108.79,
S001,D012,2025-10-16,107.61,
S001,D012,2025-10-17,110.48,
S001,D012,2025-10-18,107.62,
S001,D012,2025-10-19,108.41,
S001,D012,2025-10-20,107.64,
S001,D012,2025-10-21,110.01,97.4
S001,D012,2025-10-22,110.0,102.1
S001,D012,2025-10-23,110.25,
S001,D012,2025-10-24,108.69,
S001,D012,2025-10-25,107.69,
S001,D012,2025-10-26,108.43,
S001,D012,2025-10-27,108.36,
S001,D012,2025-10-28,107.78,
S001,D012,2025-10-29,109.62,
S001,D012,2025-10-30,110.43,
S001,D012,2025-10-31,110.33,104.99
S001,D012,2025-11-01,109.14,
S001,D012,2025-11-02,110.2,
S001,D012,2025-11-03,109.61,
S001,D012,2025-11-04,108.87,
S001,D012,2025-11-05,108.58,
S001,D012,2025-11-06,107.77,102.4
S001,D012,2025-11-07,108.84,
S001,D012,2025-11-08,109.34,97.77
S001,D012,2025-11-09,108.12,
S001,D012,2025-11-10,108.16,
S001,D012,2025-11-11,110.31,
S001,D012,2025-11-12,108.21,96.72
S001,D012,2025-11-13,107.69,
S001,D012,2025-11-14,109.21,
S001,D012,2025-11-15,109.11,
S001,D012,2025-11-16,108.11,
S001,D012,2025-11-17,109.35,
S001,D012,2025-11-18,110.35,
S001,D012,2025-11-19,107.77,
S001,D012,2025-11-20,108.81,
S001,D012,2025-11-21,108.63,
S001,D012,2025-11-22,109.12,
S001,D012,2025-11-23,108.46,
S001,D012,2025-11-24,109.52,
S001,D012,2025-11-25,108.19,
S001,D012,2025-11-26,108.01,
S001,D012,2025-11-27,108.06,99.93
S001,D012,2025-11-28,109.06,
S001,D012,2025-11-29,108.81,
S001,D012,2025-11-30,108.96,
S001,D012,2025-12-01,108.77,101.52
S001,D012,2025-12-02,108.18,
S001,D012,2025-12-03,107.65,
S001,D012,2025-12-04,108.91,
S001,D012,2025-12-05,108.93,103.92
S001,D012,2025-12-06,109.44,
S001,D012,2025-12-07,108.78,
S001,D012,2025-12-08,110.07,
S001,D012,2025-12-09,108.54,
S001,D012,2025-12-10,109.52,
S001,D012,2025-12-11,108.61,
S001,D012,2025-12-12,109.94,
S001,D012,2025-12-13,109.71,
S001,D012,2025-12-14,108.15,
S001,D012,2025-12-15,107.89,
S001,D012,2025-12-16,109.38,
S001,D012,2025-12-17,110.18,
S001,D012,2025-12-18,107.83,
S001,D012,2025-12-19,107.96,
S001,D012,2025-12-20,108.37,
S001,D012,2025-12-21,110.15,
S001,D012,2025-12-22,109.62,99.99
S001,D012,2025-12-23,108.94,98.55
S001,D012,2025-12-24,108.42,100.78
S001,D012,2025-12-25,109.62,101.21
S001,D012,2025-12-26,109.85,
S001,D012,2025-12-27,109.95,
S001,D012,2025-12-28,109.96,
S001,D012,2025-12-29,108.58,100.12
S001,D030,2025-10-01,108.68,
S001,D030,2025-10-02,109.76,
S001,D030,2025-10-03,108.32,99.6
S001,D030,2025-10-04,108.41,
S001,D030,2025-10-05,108.21,
S001,D030,2025-10-06,110.29,
S001,D030,2025-10-07,109.43,
S001,D030,2025-10-08,110.5,
S001,D030,2025-10-09,110.17,
S001,D030,2025-10-10,109.87,
S001,D030,2025-10-11,107.74,99.44
S001,D030,2025-10-12,108.98,
S001,D030,2025-10-13,109.2,
S001,D030,2025-10-14,110.01,99.04
S001,D030,2025-10-15,109.88,
S001,D030,2025-10-16,110.48,
S001,D030,2025-10-17,110.17,
S001,D030,2025-10-18,108.7,
S001,D030,2025-10-19,109.32,
S001,D030,2025-10-20,108.53,
S001,D030,2025-10-21,108.39,97.29
S001,D030,2025-10-22,107.67,
S001,D030,2025-10-23,108.71,
S001,D030,2025-10-24,109.54,
S001,D030,2025-10-25,108.03,
S001,D030,2025-10-26,108.29,
S001,D030,2025-10-27,107.92,
S001,D030,2025-10-28,109.94,
S001,D030,2025-10-29,108.33,
S001,D030,2025-10-30,108.29,
S001,D030,2025-10-31,108.8,
S001,D030,2025-11-01,109.83,
S001,D030,2025-11-02,108.63,
S001,D030,2025-11-03,108.14,100.72
S001,D030,2025-11-04,110.48,99.29
S001,D030,2025-11-05,109.06,
S001,D030,2025-11-06,107.77,
S001,D030,2025-11-07,109.74,
S001,D030,2025-11-08,108.07,
S001,D030,2025-11-09,108.73,
S001,D030,2025-11-10,110.09,
S001,D030,2025-11-11,109.57,
S001,D030,2025-11-12,108.74,
S001,D030,2025-11-13,110.27,
S001,D030,2025-11-14,109.69,
S001,D030,2025-11-15,107.79,
S001,D030,2025-11-16,108.1,
S001,D030,2025-11-17,108.89,
S001,D030,2025-11-18,109.89,
S001,D030,2025-11-19,109.91,
S001,D030,2025-11-20,108.32,
S001,D030,2025-11-21,107.91,
S001,D030,2025-11-22,108.71,
S001,D030,2025-11-23,110.04,
S001,D030,2025-11-24,107.61,100.89
S001,D030,2025-11-25,109.85,
S001,D030,2025-11-26,110.25,
S001,D030,2025-11-27,110.05,
S001,D030,2025-11-28,107.65,
S001,D030,2025-11-29,108.42,
S001,D030,2025-11-30,109.78,104.32
S001,D030,2025-12-01,110.32,
S001,D030,2025-12-02,108.82,
S001,D030,2025-12-03,109.08,
S001,D030,2025-12-04,109.96,
S001,D030,2025-12-05,108.36,97.68
S001,D030,2025-12-06,109.01,
S001,D030,2025-12-07,109.25,
S001,D030,2025-12-08,109.86,
S001,D030,2025-12-09,108.24,
S001,D030,2025-12-10,109.53,
S001,D030,2025-12-11,108.07,
S001,D030,2025-12-12,110.38,
S001,D030,2025-12-13,110.25,
S001,D030,2025-12-14,108.56,
S001,D030,2025-12-15,108.92,
S001,D030,2025-12-16,107.78,
S001,D030,2025-12-17,110.13,
S001,D030,2025-12-18,109.86,
S001,D030,2025-12-19,110.44,
S001,D030,2025-12-20,108.4,
S001,D030,2025-12-21,108.51,
S001,D030,2025-12-22,109.48,
S001,D030,2025-12-23,107.57,
S001,D030,2025-12-24,109.64,
S001,D030,2025-12-25,108.99,99.33
S001,D030,2025-12-26,110.1,100.82
S001,D030,2025-12-27,110.34,104.54
S001,D030,2025-12-28,108.27,
S001,D030,2025-12-29,109.74,
S001,D028,2025-10-01,88.15,
S001,D028,2025-10-02,89.84,
S001,D028,2025-10-03,88.19,85.22
S001,D028,2025-10-04,89.63,
S001,D028,2025-10-05,89.73,
S001,D028,2025-10-06,88.93,
S001,D028,2025-10-07,89.42,
S001,D028,2025-10-08,90.16,
S001,D028,2025-10-09,88.55,
S001,D028,2025-10-10,87.92,
S001,D028,2025-10-11,90.21,
S001,D028,2025-10-12,88.5,79.57
S001,D028,2025-10-13,87.77,77.8
S001,D028,2025-10-14,90.47,80.69
S001,D028,2025-10-15,89.98,
S001,D028,2025-10-16,89.82,
S001,D028,2025-10-17,90.15,
S001,D028,2025-10-18,89.07,
S001,D028,2025-10-19,88.84,
S001,D028,2025-10-20,88.9,84.61
S001,D028,2025-10-21,88.28,79.64
S001,D028,2025-10-22,90.03,
S001,D028,2025-10-23,89.56,
S001,D028,2025-10-24,87.73,
S001,D028,2025-10-25,88.42,
S001,D028,2025-10-26,89.57,
S001,D028,2025-10-27,88.39,
S001,D028,2025-10-28,88.37,
S001,D028,2025-10-29,89.37,
S001,D028,2025-10-30,89.37,84.22
S001,D028,2025-10-31,89.52,
S001,D028,2025-11-01,87.72,
S001,D028,2025-11-02,88.73,79.86
S001,D028,2025-11-03,88.82,
S001,D028,2025-11-04,88.21,
S001,D028,2025-11-05,89.14,
S001,D028,2025-11-06,88.92,
S001,D028,2025-11-07,89.36,
S001,D028,2025-11-08,88.98,
S001,D028,2025-11-09,89.31,
S001,D028,2025-11-10,87.72,
S001,D028,2025-11-11,88.94,
S001,D028,2025-11-12,88.98,
S001,D028,2025-11-13,90.39,
S001,D028,2025-11-14,88.04,
S001,D028,2025-11-15,87.79,80.67
S001,D028,2025-11-16,89.81,
S001,D028,2025-11-17,87.6,
S001,D028,2025-11-18,87.96,
S001,D028,2025-11-19,88.0,
S001,D028,2025-11-20,88.48,
S001,D028,2025-11-21,88.74,
S001,D028,2025-11-22,88.19,
S001,D028,2025-11-23,89.0,
S001,D028,2025-11-24,90.05,
S001,D028,2025-11-25,88.17,
S001,D028,2025-11-26,88.25,
S001,D028,2025-11-27,89.25,
S001,D028,2025-11-28,90.47,
S001,D028,2025-11-29,89.42,
S001,D028,2025-11-30,90.3,
S001,D028,2025-12-01,89.09,
S001,D028,2025-12-02,88.41,
S001,D028,2025-12-03,90.46,
S001,D028,2025-12-04,90.22,
S001,D028,2025-12-05,88.31,
S001,D028,2025-12-06,89.14,
S001,D028,2025-12-07,89.02,
S001,D028,2025-12-08,88.72,
S001,D028,2025-12-09,88.5,
S001,D028,2025-12-10,87.88,
S001,D028,2025-12-11,90.05,
S001,D028,2025-12-12,88.18,
S001,D028,2025-12-13,89.16,81.0
S001,D028,2025-12-14,88.03,
S001,D028,2025-12-15,88.33,78.17
S001,D028,2025-12-16,89.25,85.36
S001,D028,2025-12-17,87.97,
S001,D028,2025-12-18,88.83,
S001,D028,2025-12-19,87.72,
S001,D028,2025-12-20,90.18,80.81
S001,D028,2025-12-21,90.21,
S001,D028,2025-12-22,87.95,
S001,D028,2025-12-23,89.48,
S001,D028,2025-12-24,89.3,
S001,D028,2025-12-25,88.98,
S001,D028,2025-12-26,88.93,
S001,D028,2025-12-27,88.17,80.38
S001,D028,2025-12-28,89.63,82.42
S001,D028,2025-12-29,89.43,
S001,D058,2025-10-01,105.83,
S001,D058,2025-10-02,105.64,97.48
S001,D058,2025-10-03,105.31,
S001,D058,2025-10-04,103.63,
S001,D058,2025-10-05,104.86,
S001,D058,2025-10-06,104.03,
S001,D058,2025-10-07,106.28,
S001,D058,2025-10-08,106.29,102.38
S001,D058,2025-10-09,106.36,100.9
S001,D058,2025-10-10,106.41,
S001,D058,2025-10-11,106.41,
S001,D058,2025-10-12,103.73,
S001,D058,2025-10-13,105.34,
S001,D058,2025-10-14,104.75,
S001,D058,2025-10-15,103.96,
S001,D058,2025-10-16,103.73,
S001,D058,2025-10-17,106.05,
S001,D058,2025-10-18,105.03,
S001,D058,2025-10-19,106.41,
S001,D058,2025-10-20,104.61,94.12
S001,D058,2025-10-21,104.89,
S001,D058,2025-10-22,105.7,
S001,D058,2025-10-23,106.08,
S001,D058,2025-10-24,106.06,
S001,D058,2025-10-25,105.36,
S001,D058,2025-10-26,104.27,
S001,D058,2025-10-27,106.46,94.53
S001,D058,2025-10-28,105.52,
S001,D058,2025-10-29,103.71,
S001,D058,2025-10-30,105.76,
S001,D058,2025-10-31,104.51,
S001,D058,2025-11-01,105.06,
S001,D058,2025-11-02,104.84,
S001,D058,2025-11-03,105.45,101.2
S001,D058,2025-11-04,104.97,93.82
S001,D058,2025-11-05,105.56,95.62
S001,D058,2025-11-06,103.92,
S001,D058,2025-11-07,104.74,
S001,D058,2025-11-08,104.34,97.59
S001,D058,2025-11-09,104.62,
S001,D058,2025-11-10,103.83,93.69
S001,D058,2025-11-11,104.87,
S001,D058,2025-11-12,105.93,
S001,D058,2025-11-13,105.09,
S001,D058,2025-11-14,103.57,
S001,D058,2025-11-15,104.53,
S001,D058,2025-11-16,103.8,
S001,D058,2025-11-17,106.33,99.33
S001,D058,2025-11-18,105.79,
S001,D058,2025-11-19,105.86,
S001,D058,2025-11-20,106.29,
S001,D058,2025-11-21,103.63,
S001,D058,2025-11-22,105.14,95.71
S001,D058,2025-11-23,106.46,98.02
S001,D058,2025-11-24,106.03,
S001,D058,2025-11-25,104.94,
S001,D058,2025-11-26,104.92,92.82
S001,D058,2025-11-27,106.34,
S001,D058,2025-11-28,105.01,96.41
S001,D058,2025-11-29,106.29,
S001,D058,2025-11-30,106.41,
S001,D058,2025-12-01,105.01,
S001,D058,2025-12-02,104.84,
S001,D058,2025-12-03,106.07,
S001,D058,2025-12-04,105.09,
S001,D058,2025-12-05,104.06,
S001,D058,2025-12-06,103.59,
S001,D058,2025-12-07,104.1,
S001,D058,2025-12-08,104.04,
S001,D058,2025-12-09,104.29,
S001,D058,2025-12-10,104.55,
S001,D058,2025-12-11,104.9,
S001,D058,2025-12-12,106.06,
S001,D058,2025-12-13,104.14,
S001,D058,2025-12-14,104.53,96.64
S001,D058,2025-12-15,103.87,
S001,D058,2025-12-16,105.74,100.73
S001,D058,2025-12-17,106.31,
S001,D058,2025-12-18,105.63,
S001,D058,2025-12-19,106.48,
S001,D058,2025-12-20,103.99,
S001,D058,2025-12-21,105.1,98.29
S001,D058,2025-12-22,103.54,
S001,D058,2025-12-23,104.29,92.79
S001,D058,2025-12-24,104.22,
S001,D058,2025-12-25,103.6,
S001,D058,2025-12-26,104.08,
S001,D058,2025-12-27,104.66,
S001,D058,2025-12-28,104.48,92.18
S001,D058,2025-12-29,104.11,
S001,D054,2025-10-01,118.47,
S001,D054,2025-10-02,117.01,
S001,D054,2025-10-03,116.44,
S001,D054,2025-10-04,117.79,
S001,D054,2025-10-05,118.19,
S001,D054,2025-10-06,117.8,
S001,D054,2025-10-07,116.43,
S001,D054,2025-10-08,115.78,
S001,D054,2025-10-09,117.81,110.63
S001,D054,2025-10-10,115.6,
S001,D054,2025-10-11,117.9,
S001,D054,2025-10-12,118.07,106.83
S001,D054,2025-10-13,116.74,107.44
S001,D054,2025-10-14,116.3,
S001,D054,2025-10-15,116.78,
S001,D054,2025-10-16,116.31,
S001,D054,2025-10-17,116.78,
S001,D054,2025-10-18,117.01,
S001,D054,2025-10-19,116.27,
S001,D054,2025-10-20,115.96,
S001,D054,2025-10-21,117.2,
S001,D054,2025-10-22,117.97,
S001,D054,2025-10-23,118.41,
S001,D054,2025-10-24,118.4,
S001,D054,2025-10-25,115.93,
S001,D054,2025-10-26,116.01,
S001,D054,2025-10-27,117.25,
S001,D054,2025-10-28,118.29,110.1
S001,D054,2025-10-29,117.66,109.87
S001,D054,2025-10-30,117.95,109.23
S001,D054,2025-10-31,116.28,
S001,D054,2025-11-01,115.86,
