basket_id,customer_id,store_id,date,sku_id,qty,price,promo_flag
B000129,CU2607,S001,2025-11-17,C001,1,22.0,0
B000130,CU2119,S001,2025-11-17,D020,2,72.52,0
B000130,CU2119,S001,2025-11-17,W003,1,15.9,1
B000131,CU3335,S001,2025-11-17,D045,1,100.35,0
B000131,CU3335,S001,2025-11-17,W005,1,15.9,0
B000132,CU8493,S001,2025-11-17,D054,1,108.8,1
B000132,CU8493,S001,2025-11-17,W008,2,15.9,0
B000133,CU8782,S001,2025-11-17,D048,1,115.36,1
B000134,CU2150,S001,2025-11-17,D010,1,80.81,1
B000134,CU2150,S001,2025-11-17,W002,1,12.9,1
B000135,CU2526,S001,2025-11-17,D021,2,94.51,0
B000135,CU2526,S001,2025-11-17,W003,1,15.9,1
B000136,CU5679,S001,2025-11-17,D032,2,75.48,0
B000137,CU4116,S001,2025-11-18,D021,1,84.12,1
B000138,CU7379,S001,2025-11-18,D010,2,87.52,0
B000138,CU7379,S001,2025-11-18,W007,1,9.9,0
B000138,CU7379,S001,2025-11-18,C004,1,35.0,0
B000139,CU9115,S001,2025-11-18,D013,1,65.22,0
B000140,CU8782,S001,2025-11-18,D045,1,102.05,0
B000140,CU8782,S001,2025-11-18,C002,1,35.0,0
B000141,CU6355,S001,2025-11-18,D010,1,87.35,0
B000141,CU6355,S001,2025-11-18,W003,1,15.9,0
B000142,CU9219,S001,2025-11-18,D045,1,103.07,0
B000143,CU6700,S001,2025-11-18,D032,2,78.78,0
B000144,CU5934,S001,2025-11-18,D021,2,91.5,0
B000144,CU5934,S001,2025-11-18,W003,1,18.9,0
B000145,CU7050,S001,2025-11-19,D013,2,59.66,1
B000146,CU2667,S001,2025-11-19,D053,1,116.91,0
B000147,CU7545,S001,2025-11-19,D054,1,118.69,0
B000147,CU7545,S001,2025-11-19,W003,2,9.9,0
B000148,CU6944,S001,2025-11-19,D021,2,94.1,0
B000148,CU6944,S001,2025-11-19,W007,1,15.9,1
B000149,CU9765,S001,2025-11-19,D010,1,90.55,0
B000149,CU9765,S001,2025-11-19,W002,1,18.9,0
B000150,CU6795,S001,2025-11-19,D054,2,113.38,1
B000151,CU1136,S001,2025-11-19,D048,1,122.26,0
B000151,CU1136,S001,2025-11-19,W001,1,18.9,0
B000152,CU4324,S001,2025-11-19,D045,1,103.37,0
B000152,CU4324,S001,2025-11-19,W007,2,9.9,0
B000153,CU3570,S001,2025-11-20,D011,1,109.56,0
B000153,CU3570,S001,2025-11-20,W005,2,9.9,0
B000154,CU7676,S001,2025-11-20,D013,1,62.94,1
B000155,CU8850,S001,2025-11-20,D020,1,71.96,0
B000155,CU8850,S001,2025-11-20,W002,1,9.9,0
B000156,CU5314,S001,2025-11-20,D054,1,115.77,0
B000157,CU8727,S001,2025-11-20,D010,1,87.43,0
B000158,CU6646,S001,2025-11-20,D011,1,107.2,0
B000159,CU1692,S001,2025-11-20,D020,2,67.01,1
B000160,CU6719,S001,2025-11-20,D053,2,118.23,0
B000160,CU6719,S001,2025-11-20,W008,1,9.9,0
B000161,CU5421,S001,2025-11-21,D048,2,121.59,0
B000162,CU6779,S001,2025-11-21,D020,1,74.31,0
B000163,CU9488,S001,2025-11-21,D011,1,109.09,0
B000163,CU9488,S001,2025-11-21,W005,1,18.9,0
B000164,CU4487,S001,2025-11-21,D032,2,75.51,0
B000164,CU4487,S001,2025-11-21,C002,1,22.0,0
B000165,CU8929,S001,2025-11-21,D048,1,110.66,1
B000166,CU2824,S001,2025-11-21,D021,1,88.85,1
B000166,CU2824,S001,2025-11-21,W008,1,12.9,0
B000167,CU3986,S001,2025-11-21,D053,1,120.36,0
B000168,CU2003,S001,2025-11-21,D021,1,94.85,0
B000168,CU2003,S001,2025-11-21,W003,1,9.9,0
B000169,CU7820,S001,2025-11-22,D013,2,65.99,0
B000169,CU7820,S001,2025-11-22,W004,2,15.9,0
B000170,CU8919,S001,2025-11-22,D032,1,78.22,0
B000171,CU3627,S001,2025-11-22,D032,1,69.41,1
B000171,CU3627,S001,2025-11-22,W007,1,12.9,0
B000172,CU2585,S001,2025-11-22,D048,2,120.8,0
B000173,CU9952,S001,2025-11-22,D013,1,59.34,1
B000173,CU9952,S001,2025-11-22,W006,1,18.9,1
B000174,CU8117,S001,2025-11-22,D045,1,99.0,0
B000175,CU8499,S001,2025-11-22,D032,1,76.45,0
B000175,CU8499,S001,2025-11-22,W003,2,15.9,0
B000176,CU2514,S001,2025-11-22,D054,1,116.17,0
B000176,CU2514,S001,2025-11-22,W002,2,15.9,0
B000176,CU2514,S001,2025-11-22,C003,1,28.0,0
B000177,CU4438,S001,2025-11-23,D045,2,101.08,0
B000178,CU3259,S001,2025-11-23,D032,2,75.55,0
B000178,CU3259,S001,2025-11-23,W008,1,18.9,0
B000178,CU3259,S001,2025-11-23,C004,1,28.0,0
B000179,CU8564,S001,2025-11-23,D032,1,76.0,0
B000180,CU1556,S001,2025-11-23,D010,1,88.9,0
B000180,CU1556,S001,2025-11-23,W002,1,18.9,0
B000181,CU5081,S001,2025-11-23,D045,1,94.8,1
B000182,CU6024,S001,2025-11-23,D053,1,107.99,1
B000182,CU6024,S001,2025-11-23,W001,1,12.9,0
B000183,CU3437,S001,2025-11-23,D020,2,74.16,0
B000184,CU2539,S001,2025-11-23,D021,1,94.73,0
B000185,CU7580,S001,2025-11-24,D045,1,93.51,1
B000185,CU7580,S001,2025-11-24,W007,2,18.9,1
B000186,CU3811,S001,2025-11-24,D010,1,89.96,0
B000186,CU3811,S001,2025-11-24,W004,1,9.9,0
B000186,CU3811,S001,2025-11-24,C006,1,22.0,0
B000187,CU3614,S001,2025-11-24,D020,2,66.51,1
B000187,CU3614,S001,2025-11-24,W006,1,9.9,1
B000187,CU3614,S001,2025-11-24,C003,1,35.0,0
B000188,CU6468,S001,2025-11-24,D053,2,116.95,0
B000189,CU3855,S001,2025-11-24,D013,2,65.99,0
B000189,CU3855,S001,2025-11-24,W001,1,18.9,0
B000190,CU2104,S001,2025-11-24,D032,1,77.48,0
B000191,CU7923,S001,2025-11-24,D032,1,76.99,0
B000192,CU2907,S001,2025-11-24,D020,1,72.06,0
B000193,CU8301,S001,2025-11-25,D021,2,95.43,0
B000193,CU8301,S001,2025-11-25,C006,1,35.0,0
B000194,CU4788,S001,2025-11-25,D053,2,116.33,0
B000194,CU4788,S001,2025-11-25,W001,2,15.9,0
B000194,CU4788,S001,2025-11-25,C005,1,35.0,0
B000195,CU8975,S001,2025-11-25,D020,2,74.97,0
B000195,CU8975,S001,2025-11-25,W003,1,15.9,0
B000196,CU6366,S001,2025-11-25,D032,1,76.9,0
B000196,CU6366,S001,2025-11-25,W004,2,18.9,0
B000197,CU8723,S001,2025-11-25,D054,1,116.17,0
B000197,CU8723,S001,2025-11-25,W006,2,15.9,0
B000198,CU9521,S001,2025-11-25,D021,1,92.25,0
B000198,CU9521,S001,2025-11-25,W007,1,12.9,0
B000199,CU1455,S001,2025-11-25,D054,2,117.06,0
B000200,CU4978,S001,2025-11-25,D021,1,95.32,0
B000201,CU4383,S001,2025-11-26,D053,1,117.56,0
B000201,CU4383,S001,2025-11-26,W002,1,15.9,0
B000201,CU4383,S001,2025-11-26,C006,1,22.0,0
B000202,CU2989,S001,2025-11-26,D020,1,69.38,1
B000202,CU2989,S001,2025-11-26,W002,1,15.9,1
B000203,CU7438,S001,2025-11-26,D045,2,91.38,1
B000204,CU3622,S001,2025-11-26,D054,1,119.31,0
B000204,CU3622,S001,2025-11-26,W005,1,18.9,0
B000205,CU2529,S001,2025-11-26,D013,1,64.4,0
B000205,CU2529,S001,2025-11-26,W003,2,9.9,0
B000206,CU4092,S001,2025-11-26,D048,2,119.77,0
B000207,CU6757,S001,2025-11-26,D021,1,91.83,0
B000207,CU6757,S001,2025-11-26,W007,2,12.9,0
B000207,CU6757,S001,2025-11-26,C002,1,28.0,0
B000208,CU3853,S001,2025-11-26,D020,1,70.04,1
B000209,CU2340,S001,2025-11-27,D011,1,100.07,1
B000209,CU2340,S001,2025-11-27,W002,1,15.9,0
B000210,CU4869,S001,2025-11-27,D045,2,102.43,0
B000210,CU4869,S001,2025-11-27,C006,1,42.0,0
B000211,CU4447,S001,2025-11-27,D021,1,92.31,0
B000212,CU6627,S001,2025-11-27,D013,1,64.51,0
B000213,CU8401,S001,2025-11-27,D054,1,118.05,0
B000213,CU8401,S001,2025-11-27,W005,1,18.9,0
B000213,CU8401,S001,2025-11-27,C006,1,22.0,0
B000214,CU3336,S001,2025-11-27,D020,1,72.76,0
B000214,CU3336,S001,2025-11-27,W005,1,9.9,0
B000214,CU3336,S001,2025-11-27,C001,1,22.0,0
B000215,CU6056,S001,2025-11-27,D020,1,72.93,0
B000215,CU6056,S001,2025-11-27,W005,1,18.9,0
B000216,CU1525,S001,2025-11-27,D020,2,74.5,0
B000216,CU1525,S001,2025-11-27,W007,1,9.9,0
B000217,CU6423,S001,2025-11-28,D021,1,94.27,0
B000218,CU3900,S001,2025-11-28,D011,1,111.35,0
B000218,CU3900,S001,2025-11-28,C001,1,42.0,0
B000219,CU5062,S001,2025-11-28,D013,1,65.22,0
B000220,CU8185,S001,2025-11-28,D032,1,79.2,0
B000221,CU7152,S001,2025-11-28,D020,1,69.88,1
B000222,CU4341,S001,2025-11-28,D045,1,93.9,1
B000222,CU4341,S001,2025-11-28,W003,2,9.9,0
B000223,CU8735,S001,2025-11-28,D013,1,64.46,0
B000223,CU8735,S001,2025-11-28,W005,1,9.9,0
B000224,CU3736,S001,2025-11-28,D045,1,101.89,0
B000225,CU7468,S001,2025-11-29,D048,1,113.59,1
B000225,CU7468,S001,2025-11-29,W004,1,9.9,0
B000226,CU4174,S001,2025-11-29,D020,1,72.05,0
B000226,CU4174,S001,2025-11-29,C005,1,22.0,0
B000227,CU2111,S001,2025-11-29,D011,1,106.94,0
B000227,CU2111,S001,2025-11-29,W005,1,15.9,1
B000227,CU2111,S001,2025-11-29,C001,1,42.0,0
B000228,CU8922,S001,2025-11-29,D020,1,74.01,0
B000228,CU8922,S001,2025-11-29,W007,1,18.9,0
B000229,CU8992,S001,2025-11-29,D032,2,78.69,0
B000229,CU8992,S001,2025-11-29,W004,1,12.9,0
B000230,CU6547,S001,2025-11-29,D021,1,89.05,1
B000231,CU1727,S001,2025-11-29,D021,2,83.87,1
B000231,CU1727,S001,2025-11-29,C002,1,42.0,0
B000232,CU8712,S001,2025-11-29,D053,1,120.15,0
B000232,CU8712,S001,2025-11-29,C001,1,42.0,0
B000233,CU8005,S001,2025-11-30,D021,1,94.07,0
B000233,CU8005,S001,2025-11-30,W007,1,15.9,0
B000234,CU2179,S001,2025-11-30,D054,1,117.82,0
B000235,CU3337,S001,2025-11-30,D045,2,101.66,0
B000236,CU5000,S001,2025-11-30,D010,1,88.7,0
B000237,CU7777,S001,2025-11-30,D021,1,93.64,0
B000238,CU3754,S001,2025-11-30,D020,1,73.6,0
B000238,CU3754,S001,2025-11-30,W006,1,15.9,0
B000239,CU8842,S001,2025-11-30,D013,1,64.92,0
B000239,CU8842,S001,2025-11-30,W006,2,15.9,0
B000240,CU6367,S001,2025-11-30,D045,2,102.14,0
B000240,CU6367,S001,2025-11-30,W002,1,9.9,0
B000241,CU2260,S001,2025-12-01,D021,1,91.72,0
B000242,CU3314,S001,2025-12-01,D020,1,74.05,0
B000243,CU2083,S001,2025-12-01,D032,1,77.5,0
B000243,CU2083,S001,2025-12-01,W004,1,15.9,0
B000244,CU1726,S001,2025-12-01,D011,2,107.13,0
B000244,CU1726,S001,2025-12-01,W008,1,9.9,0
B000245,CU2694,S001,2025-12-01,D020,2,74.61,0
B000245,CU2694,S001,2025-12-01,W007,1,18.9,0
B000245,CU2694,S001,2025-12-01,C006,1,42.0,0
B000246,CU7848,S001,2025-12-01,D045,1,100.82,0
B000247,CU4141,S001,2025-12-01,D021,2,83.97,1
B000247,CU4141,S001,2025-12-01,W007,2,12.9,1
B000247,CU4141,S001,2025-12-01,C003,1,28.0,0
B000248,CU5951,S001,2025-12-01,D054,2,119.0,0
B000249,CU9287,S001,2025-12-02,D048,1,121.74,0
B000250,CU9304,S001,2025-12-02,D048,2,122.68,0
B000250,CU9304,S001,2025-12-02,W008,1,15.9,0
B000251,CU7643,S001,2025-12-02,D021,1,95.38,0
B000252,CU1379,S001,2025-12-02,D054,1,117.2,0
B000252,CU1379,S001,2025-12-02,W005,1,9.9,0
B000253,CU6354,S001,2025-12-02,D021,1,87.7,1
B000253,CU6354,S001,2025-12-02,W005,2,9.9,0
B000254,CU3674,S001,2025-12-02,D011,1,104.34,1
B000254,CU3674,S001,2025-12-02,W004,2,12.9,0
B000255,CU4899,S001,2025-12-02,D021,1,94.66,0
B000255,CU4899,S001,2025-12-02,W004,1,9.9,0
B000255,CU4899,S001,2025-12-02,C005,1,42.0,0
B000256,CU7031,S001,2025-12-02,D013,1,64.28,0
B000257,CU7841,S001,2025-12-03,D053,1,116.76,0
B000257,CU7841,S001,2025-12-03,W004,2,9.9,0
B000258,CU2869,S001,2025-12-03,D054,1,109.13,1
B000258,CU2869,S001,2025-12-03,C006,1,28.0,0
B000259,CU4792,S001,2025-12-03,D048,1,122.1,0
B000259,CU4792,S001,2025-12-03,C004,1,42.0,0
B000260,CU7066,S001,2025-12-03,D010,2,91.36,0
B000261,CU9492,S001,2025-12-03,D011,1,108.05,0
B000262,CU8665,S001,2025-12-03,D013,2,65.74,0
B000263,CU4413,S001,2025-12-03,D010,1,84.02,1
B000263,CU4413,S001,2025-12-03,W003,1,15.9,0
B000263,CU4413,S001,2025-12-03,C001,1,42.0,0
B000264,CU9381,S001,2025-12-03,D020,1,74.76,0
B000265,CU6129,S001,2025-12-04,D053,1,116.79,0
